Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
RACK2I0000000,1,1,18,2,192
RACK2I0000028,1,1,18,2,192
RACK2I0000033,1,1,18,2,192
RACK2I0000036,1,1,18,2,192
RACK2I0000042,1,1,18,2,192
RACK2I0000066,1,1,18,2,192
RACK2I0000067,1,1,18,2,192
RACK2I0000071,1,1,18,2,192
RACK2I0000076,1,1,18,2,192
RACK2I0000078,1,1,18,2,192
RACK2I0000085,1,1,18,2,192
RACK2I0000095,1,1,18,2,192
RACK2I0000007,2,1,18,2,192
RACK2I0000002,3,1,18,2,192
RACK2I0000032,4,1,18,2,192
RACK2I0000053,4,1,18,2,192
RACK2I0000288,73,1,18,2,192
RACK2I0000287,94,1,18,2,192

RACK2I0000097,1,2,18,2,192
RACK2I0000117,1,2,18,2,192
RACK2I0000143,1,2,18,2,192
RACK2I0000152,1,2,18,2,192
RACK2I0000154,1,2,18,2,192
RACK2I0000155,1,2,18,2,192
RACK2I0000157,1,2,18,2,192
RACK2I0000178,1,2,18,2,192
RACK2I0000183,1,2,18,2,192
RACK2I0000184,1,2,18,2,192
RACK2I0000187,1,2,18,2,192
RACK2I0000204,1,2,18,2,192
RACK2I0000208,1,2,18,2,192
RACK2I0000026,2,2,18,2,192
RACK2I0000003,3,2,18,2,192
RACK2I0000050,3,2,18,2,192
RACK2I0000001,78,2,18,2,192
RACK2I0000197,93,2,18,2,192

RACK2I0000220,1,3,18,2,192
RACK2I0000246,1,3,18,2,192
RACK2I0000248,1,3,18,2,192
RACK2I0000255,1,3,18,2,192
RACK2I0000259,1,3,18,2,192
RACK2I0000260,1,3,18,2,192
RACK2I0000271,1,3,18,2,192
RACK2I0000283,1,3,18,2,192
RACK2I0000286,1,3,18,2,192
RACK2I0000300,1,3,18,2,192
RACK2I0000306,1,3,18,2,192
RACK2I0000324,1,3,18,2,192
RACK2I0000333,1,3,18,2,192
RACK2I0000068,2,3,18,2,192
RACK2I0000086,3,3,18,2,192
RACK2I0000062,4,3,18,2,192
RACK2I0000331,77,3,18,2,192
RACK2I0000252,93,3,18,2,192

RACK2I0000347,1,4,18,2,192
RACK2I0000366,1,4,18,2,192
RACK2I0000367,1,4,18,2,192
RACK2I0000137,2,4,18,2,192
RACK2I0000148,2,4,18,2,192
RACK2I0000163,2,4,18,2,192
RACK2I0000168,2,4,18,2,192
RACK2I0000169,2,4,18,2,192
RACK2I0000179,2,4,18,2,192
RACK2I0000180,2,4,18,2,192
RACK2I0000202,2,4,18,2,192
RACK2I0000258,2,4,18,2,192
RACK2I0000272,2,4,18,2,192
RACK2I0000279,2,4,18,2,192
RACK2I0000088,3,4,18,2,192
RACK2I0000091,4,4,18,2,192
RACK2I0000132,68,4,18,2,192
RACK2I0000293,92,4,18,2,192

RACK2I0000284,2,5,18,2,192
RACK2I0000295,2,5,18,2,192
RACK2I0000297,2,5,18,2,192
RACK2I0000313,2,5,18,2,192
RACK2I0000323,2,5,18,2,192
RACK2I0000332,2,5,18,2,192
RACK2I0000361,2,5,18,2,192
RACK2I0000364,2,5,18,2,192
RACK2I0000385,2,5,18,2,192
RACK2I0000390,2,5,18,2,192
RACK2I0000394,2,5,18,2,192
RACK2I0000116,3,5,18,2,192
RACK2I0000124,3,5,18,2,192
RACK2I0000147,3,5,18,2,192
RACK2I0000162,3,5,18,2,192
RACK2I0000136,4,5,18,2,192
RACK2I0000176,63,5,18,2,192
RACK2I0000023,91,5,18,2,192

RACK2I0000192,3,6,18,2,192
RACK2I0000209,3,6,18,2,192
RACK2I0000222,3,6,18,2,192
RACK2I0000225,3,6,18,2,192
RACK2I0000289,3,6,18,2,192
RACK2I0000290,3,6,18,2,192
RACK2I0000296,3,6,18,2,192
RACK2I0000304,3,6,18,2,192
RACK2I0000322,3,6,18,2,192
RACK2I0000350,3,6,18,2,192
RACK2I0000368,3,6,18,2,192
RACK2I0000371,3,6,18,2,192
RACK2I0000377,3,6,18,2,192
RACK2I0000386,3,6,18,2,192
RACK2I0000186,4,6,18,2,192
RACK2I0000014,6,6,18,2,192
RACK2I0000089,50,6,18,2,192
RACK2I0000280,90,6,18,2,192

RACK2I0000388,3,7,18,2,192
RACK2I0000190,4,7,18,2,192
RACK2I0000194,4,7,18,2,192
RACK2I0000198,4,7,18,2,192
RACK2I0000199,4,7,18,2,192
RACK2I0000217,4,7,18,2,192
RACK2I0000230,4,7,18,2,192
RACK2I0000241,4,7,18,2,192
RACK2I0000282,4,7,18,2,192
RACK2I0000318,4,7,18,2,192
RACK2I0000321,4,7,18,2,192
RACK2I0000336,4,7,18,2,192
RACK2I0000351,4,7,18,2,192
RACK2I0000359,4,7,18,2,192
RACK2I0000362,4,7,18,2,192
RACK2I0000030,6,7,18,2,192
RACK2I0000018,38,7,18,2,192
RACK2I0000102,89,7,18,2,192

RACK2I0000374,4,8,18,2,192
RACK2I0000381,4,8,18,2,192
RACK2I0000382,4,8,18,2,192
RACK2I0000038,5,8,18,2,192
RACK2I0000051,5,8,18,2,192
RACK2I0000060,5,8,18,2,192
RACK2I0000080,5,8,18,2,192
RACK2I0000159,5,8,18,2,192
RACK2I0000200,5,8,18,2,192
RACK2I0000219,5,8,18,2,192
RACK2I0000263,5,8,18,2,192
RACK2I0000267,5,8,18,2,192
RACK2I0000298,5,8,18,2,192
RACK2I0000302,5,8,18,2,192
RACK2I0000041,6,8,18,2,192
RACK2I0000009,7,8,18,2,192
RACK2I0000035,23,8,18,2,192
RACK2I0000191,89,8,18,2,192

RACK2I0000308,5,9,18,2,192
RACK2I0000315,5,9,18,2,192
RACK2I0000329,5,9,18,2,192
RACK2I0000337,5,9,18,2,192
RACK2I0000343,5,9,18,2,192
RACK2I0000047,6,9,18,2,192
RACK2I0000058,6,9,18,2,192
RACK2I0000083,6,9,18,2,192
RACK2I0000131,6,9,18,2,192
RACK2I0000174,6,9,18,2,192
RACK2I0000232,6,9,18,2,192
RACK2I0000234,6,9,18,2,192
RACK2I0000251,6,9,18,2,192
RACK2I0000294,6,9,18,2,192
RACK2I0000354,6,9,18,2,192
RACK2I0000010,7,9,18,2,192
RACK2I0000039,12,9,18,2,192
RACK2I0000138,88,9,18,2,192

RACK2I0000363,6,10,17,3,288
RACK2I0000372,6,10,17,3,288
RACK2I0000391,6,10,17,3,288
RACK2I0000392,6,10,17,3,288
RACK2I0000046,7,10,17,3,288
RACK2I0000048,7,10,17,3,288
RACK2I0000056,7,10,17,3,288
RACK2I0000099,7,10,17,3,288
RACK2I0000112,7,10,17,3,288
RACK2I0000133,7,10,17,3,288
RACK2I0000142,7,10,17,3,288
RACK2I0000144,7,10,17,3,288
RACK2I0000173,7,10,17,3,288
RACK2I0000227,7,10,17,3,288
RACK2I0000375,19,10,17,3,288
RACK2I0000228,87,10,17,3,288
RACK2I0000314,88,10,17,3,288

RACK2I0000254,7,11,17,3,288
RACK2I0000291,7,11,17,3,288
RACK2I0000373,7,11,17,3,288
RACK2I0000017,8,11,17,3,288
RACK2I0000079,8,11,17,3,288
RACK2I0000107,8,11,17,3,288
RACK2I0000125,8,11,17,3,288
RACK2I0000195,8,11,17,3,288
RACK2I0000214,8,11,17,3,288
RACK2I0000226,8,11,17,3,288
RACK2I0000242,8,11,17,3,288
RACK2I0000250,8,11,17,3,288
RACK2I0000325,8,11,17,3,288
RACK2I0000059,9,11,17,3,288
RACK2I0000111,9,11,17,3,288
RACK2I0000130,83,11,17,3,288
RACK2I0000098,86,11,17,3,288

RACK2I0000398,6,12,17,3,288
RACK2I0000395,7,12,17,3,288
RACK2I0000340,8,12,17,3,288
RACK2I0000123,9,12,17,3,288
RACK2I0000207,9,12,17,3,288
RACK2I0000261,9,12,17,3,288
RACK2I0000264,9,12,17,3,288
RACK2I0000305,9,12,17,3,288
RACK2I0000342,9,12,17,3,288
RACK2I0000376,9,12,17,3,288
RACK2I0000029,10,12,17,3,288
RACK2I0000037,10,12,17,3,288
RACK2I0000109,10,12,17,3,288
RACK2I0000164,10,12,17,3,288
RACK2I0000221,10,12,17,3,288
RACK2I0000043,69,12,17,3,288
RACK2I0000114,85,12,17,3,288

RACK2I0000249,10,13,17,3,288
RACK2I0000378,10,13,17,3,288
RACK2I0000128,11,13,17,3,288
RACK2I0000256,11,13,17,3,288
RACK2I0000275,11,13,17,3,288
RACK2I0000311,11,13,17,3,288
RACK2I0000389,11,13,17,3,288
RACK2I0000370,12,13,17,3,288
RACK2I0000022,13,13,17,3,288
RACK2I0000054,13,13,17,3,288
RACK2I0000057,13,13,17,3,288
RACK2I0000082,13,13,17,3,288
RACK2I0000171,13,13,17,3,288
RACK2I0000193,13,13,17,3,288
RACK2I0000236,13,13,17,3,288
RACK2I0000072,27,13,17,3,288
RACK2I0000240,83,13,17,3,288

RACK2I0000312,13,14,16,4,384
RACK2I0000327,13,14,16,4,384
RACK2I0000015,14,14,16,4,384
RACK2I0000070,14,14,16,4,384
RACK2I0000075,14,14,16,4,384
RACK2I0000145,14,14,16,4,384
RACK2I0000211,14,14,16,4,384
RACK2I0000319,14,14,16,4,384
RACK2I0000061,15,14,16,4,384
RACK2I0000167,15,14,16,4,384
RACK2I0000172,15,14,16,4,384
RACK2I0000177,15,14,16,4,384
RACK2I0000181,15,14,16,4,384
RACK2I0000021,34,14,16,4,384
RACK2I0000004,82,14,16,4,384
RACK2I0000360,83,14,16,4,384

RACK2I0000210,15,15,16,4,384
